token,category_llm,category_human,cluster_id,n,exclude
pas,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
pensamiento crítico,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,2,0
procedural thinking,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
programmieren,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
prompt enigneering,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
reading skills,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
"reading/using with a ""critical"" lense",AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
reading/writing,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
reproducibilidad,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
sais,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
savoir déjà coder!,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
selber zu denken,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
selbstwertgefühl,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
stop and think,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
strategic thinking,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
technisches verständnis,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
testeo y capacidad de crítica,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
the ability to look the other way,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
transparencia,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
um bewerten zu können,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
valor de la herramienta,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
verständnis,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
vertiefte programmierkenntnisse,AI Ethics and Critical Thinking,AI Ethics and Critical Thinking,7,1,0
"""actual skills""",AI Literacy,AI Literacy,4,1,0
(read fast,AI Literacy,AI Literacy,4,1,0
ability to effectively evaluate correctness and quality of generative ai outputs. effective interaction models for most effectively steering / specifying what you want the model to do.,AI Literacy,AI Literacy,4,1,0
active knowlede,AI Literacy,AI Literacy,4,1,0
adaptability,AI Literacy,AI Literacy,4,1,0
ai competencies,AI Literacy,AI Literacy,4,1,0
ai-literacy,AI Literacy,AI Literacy,4,1,0
algorithms,AI Literacy,AI Literacy,4,1,0
ambition,AI Literacy,AI Literacy,4,1,0
an ability to remain connected to reality rather than falling into psychosis while having all of ones primary interactions be with a machine. an ability to understand the kind of errors a multi-terabyte statistical language model can make in software,AI Literacy,AI Literacy,4,1,0
analysis,AI Literacy,AI Literacy,4,1,0
analytic skills,AI Literacy,AI Literacy,4,1,0
and taste. product design,AI Literacy,AI Literacy,4,1,0
anything cognitive,AI Literacy,AI Literacy,4,1,0
be tool-curious,AI Literacy,AI Literacy,4,1,0
because the formalism of code helps us programmers to take important decisions and discover misconceptions. generally the job shifts to doing more design work and less coding. i use github copilot to write boilerplate code quickly and use chat to do reaearch on new areas and discuss ideas.,AI Literacy,AI Literacy,4,1,0
caution,AI Literacy,AI Literacy,4,2,0
choose the right ai,AI Literacy,AI Literacy,4,1,0
ci/cd,AI Literacy,AI Literacy,4,1,0
core knowledge of the language in question and design thinking. i increasingly have to spend my time fixing up code that researchers develop rapidly using genai,AI Literacy,AI Literacy,4,1,0
creativity,AI Literacy,AI Literacy,4,1,0
critical thinking. not everything that generative ai spits out makes sense. some knowledge of the work is needed to determine if the result is viable or not. personally not a fan of generative ai and avoid using it as much as i can.,AI Literacy,AI Literacy,4,1,0
criticism,AI Literacy,AI Literacy,4,1,0
curiosity,AI Literacy,AI Literacy,4,3,0
debug,AI Literacy,AI Literacy,4,1,0
debugging,AI Literacy,AI Literacy,4,10,0
descriptive,AI Literacy,AI Literacy,4,1,0
development experience. i'm at least able to read and debug and follow the code that is generated. i suspect junior devs aren't ever going to pick up that experience,AI Literacy,AI Literacy,4,1,0
devops,AI Literacy,AI Literacy,4,2,0
diligence,AI Literacy,AI Literacy,4,1,0
discernment,AI Literacy,AI Literacy,4,1,0
domain knowlege,AI Literacy,AI Literacy,4,1,0
experience,AI Literacy,AI Literacy,4,4,0
experioence,AI Literacy,AI Literacy,4,1,0
expertise,AI Literacy,AI Literacy,4,1,0
extend,AI Literacy,AI Literacy,4,1,0
for me,AI Literacy,AI Literacy,4,1,0
frustrationstoleranz,AI Literacy,AI Literacy,4,1,0
gen ai has no place in research which is ultimately about increasing human knowledge - at least one human should understand each step.,AI Literacy,AI Literacy,4,1,0
gen-ai is a powerful tool for a developer with a solid foundational skill set. it is a dangerous crutch and time sink for others.,AI Literacy,AI Literacy,4,1,0
generative ai is useless and even actively detrimental to research software development.,AI Literacy,AI Literacy,4,1,0
get to the point,AI Literacy,AI Literacy,4,1,0
good judgement,AI Literacy,AI Literacy,4,1,0
good taste,AI Literacy,AI Literacy,4,1,0
i am not sure,AI Literacy,AI Literacy,4,1,0
i have found using genai for anything beyond simple tasks frustrating and counter productive. the tool need to get better before i would use them continuously,AI Literacy,AI Literacy,4,1,0
i would continue to avoid using generative ai for actual coding; generating test cases and updating documentation might be useful.,AI Literacy,AI Literacy,4,1,0
if i only knew,AI Literacy,AI Literacy,4,1,0
imagination,AI Literacy,AI Literacy,4,1,0
in general,AI Literacy,AI Literacy,4,1,0
integration,AI Literacy,AI Literacy,4,1,0
ironically,AI Literacy,AI Literacy,4,1,0
judgment,AI Literacy,AI Literacy,4,1,0
knowing how to edit your code so there is no original research left in it before you use it in a prompt,AI Literacy,AI Literacy,4,1,0
knowledge,AI Literacy,AI Literacy,4,2,0
licensing,AI Literacy,AI Literacy,4,1,0
like git you need to first be able to do it yourself. you need to be skilled in problem solving scouring slack finding solutions and you need to understand clean code concepts and things like object oriented programming or functional etc. best practices.,AI Literacy,AI Literacy,4,1,0
llm knowledge,AI Literacy,AI Literacy,4,2,0
logic,AI Literacy,AI Literacy,4,1,0
luck,AI Literacy,AI Literacy,4,1,0
multitasking,AI Literacy,AI Literacy,4,2,0
need to already be an expert with a clear idea and understanding how it should be done. also very high ability to clearly and consisely formulate problems and tasks,AI Literacy,AI Literacy,4,1,0
no over-reliance,AI Literacy,AI Literacy,4,1,0
none. research has show that pretty much everyone has the same skill with using llms regardless of how much practice they have. these tools have a dangerous combination of high failure rates and sounding authoritative that makes them potentially dangerous to use without a ton of care that most people won't do,AI Literacy,AI Literacy,4,1,0
not quantity,AI Literacy,AI Literacy,4,1,0
nowadays,AI Literacy,AI Literacy,4,1,0
particularly devops/automated testing/tdd/bdd. spec based development looks interesting too.,AI Literacy,AI Literacy,4,1,0
patience,AI Literacy,AI Literacy,4,8,0
pentesting,AI Literacy,AI Literacy,4,1,0
persistence,AI Literacy,AI Literacy,4,1,0
practice,AI Literacy,AI Literacy,4,1,0
previous-knowledge,AI Literacy,AI Literacy,4,1,0
profiling,AI Literacy,AI Literacy,4,1,0
proper understanding of the project you are trying to build. good understanding of the ability and limitations of genai. proficiency in tools that streamline the development process of genai use. proficiency in designing automated tests. being able to clearly define what a project should do. knowing how to choose the right model/agent for the task.,AI Literacy,AI Literacy,4,1,0
quick reading,AI Literacy,AI Literacy,4,1,0
reflect,AI Literacy,AI Literacy,4,1,0
research skills,AI Literacy,AI Literacy,4,1,0
resilience against hypes,AI Literacy,AI Literacy,4,1,0
restraint,AI Literacy,AI Literacy,4,2,0
restraint. limit ai use since it's extremely easy to overuse it resulting in low quality code,AI Literacy,AI Literacy,4,1,0
review,AI Literacy,AI Literacy,4,2,0
rigour,AI Literacy,AI Literacy,4,1,0
same as normal rs work,AI Literacy,AI Literacy,4,1,0
same as now,AI Literacy,AI Literacy,4,1,0
scalability,AI Literacy,AI Literacy,4,1,0
scientific rigour,AI Literacy,AI Literacy,4,1,0
self-esteem,AI Literacy,AI Literacy,4,1,0
senior rse skills,AI Literacy,AI Literacy,4,1,0
strong communication skills like writing in a clear and detailed manner and reading and understanding the work of another mind which happens to be artificial,AI Literacy,AI Literacy,4,1,0
targeted use,AI Literacy,AI Literacy,4,1,0
taste,AI Literacy,AI Literacy,4,1,0
tbd - still evolving,AI Literacy,AI Literacy,4,1,0
technical prowess,AI Literacy,AI Literacy,4,1,0
training,AI Literacy,AI Literacy,4,1,0
training of junior staff in the seemingly outdated modes of doing things. the model can only enhance what’s there,AI Literacy,AI Literacy,4,1,0
trial and error,AI Literacy,AI Literacy,4,1,0
trying to shelve concepts in your brain for later rather vs a results-oriented approach (both might be suitable for different scenarios),AI Literacy,AI Literacy,4,1,0
unclear,AI Literacy,AI Literacy,4,1,0
understanding how to check correctness of its code completion suggestions. in my experience its first answer is right 70-80% of the time.,AI Literacy,AI Literacy,4,1,0
ux,AI Literacy,AI Literacy,4,1,0
when to use,AI Literacy,AI Literacy,4,1,0
which,AI Literacy,AI Literacy,4,1,0
willingness to experiment,AI Literacy,AI Literacy,4,1,0
willingness to sacrifice using the hard earned skills that have already been learnt which will in turn atrophy.,AI Literacy,AI Literacy,4,1,0
without them,AI Literacy,AI Literacy,4,1,0
you can only produce quality code using generative ai if you know what quality code looks like. generated code in my experience is often of bad quality upon closer scrutiny. that is not to say that the tools themselves aren't useful,AI Literacy,AI Literacy,4,1,0
you have to already have some development experience / know what you're doing to be able to use these tools effectively. otherwise you won't be able to spot mistakes or critically review their outputs.,AI Literacy,AI Literacy,4,1,0
you have to be able to understand the code it generates and therefore be able to write it yourself. only if you still understand your code it is an actual productivity increase. better might be to not use ai to generate code but to ask how a problem could be solved and discuss as form of rubber ducky debugging,AI Literacy,AI Literacy,4,1,0
you would still need to have solid understanding of the software development process and architecture. with models you can only improve the gap you know you are missing. often models don't automatically improve the gap you don't know you are missing.,AI Literacy,AI Literacy,4,1,0
ability to break a problem down into smaller problems,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to check and modify proposed solutions,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to digest answers to get reaqsonable information,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to distil the true requirements from unstructured descriptions,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to evaluate output of llms,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to formalize a problem/task,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to tell plausible output from correct output,AI Oversight Skills,AI Oversight Skills,6,1,0
actually understanding and not blindl copying,AI Oversight Skills,AI Oversight Skills,6,1,0
ai is currently very useful to create algorithms,AI Oversight Skills,AI Oversight Skills,6,1,0
ai needs to be better at doing complex tasks,AI Oversight Skills,AI Oversight Skills,6,1,0
and being able to reason with it,AI Oversight Skills,AI Oversight Skills,6,1,0
and i will do what i can to keep as far away from it as possible.,AI Oversight Skills,AI Oversight Skills,6,1,0
and must not be used to directly generate critical parts of software or documents,AI Oversight Skills,AI Oversight Skills,6,1,0
avoid it.,AI Oversight Skills,AI Oversight Skills,6,1,0
be able to thoroughly review the probably crappy but very plausible ai output,AI Oversight Skills,AI Oversight Skills,6,1,0
be able to treat ai like a very junior dev,AI Oversight Skills,AI Oversight Skills,6,1,0
be able to understand the suggestions before applying them,AI Oversight Skills,AI Oversight Skills,6,1,0
be aware of newest features in the ai community,AI Oversight Skills,AI Oversight Skills,6,1,0
be aware that ai is not smart,AI Oversight Skills,AI Oversight Skills,6,1,0
be conservative and use it sparingly,AI Oversight Skills,AI Oversight Skills,6,1,0
being able to explain the problem succinctly and clearly,AI Oversight Skills,AI Oversight Skills,6,1,0
being able to reproduce ai-results,AI Oversight Skills,AI Oversight Skills,6,1,0
broad knowledge of relevant principles to assess llm output quality,AI Oversight Skills,AI Oversight Skills,6,1,0
but also very little context for why it was designed in a particular way.,AI Oversight Skills,AI Oversight Skills,6,1,0
but they cannot every understand the context of where the software will be used,AI Oversight Skills,AI Oversight Skills,6,1,0
careful understanding of where this can be helpful,AI Oversight Skills,AI Oversight Skills,6,1,0
clear problem definition and cautious use of tools (to avoid hallucinations),AI Oversight Skills,AI Oversight Skills,6,1,0
close inspection and knowledge of how to do it without ai,AI Oversight Skills,AI Oversight Skills,6,1,0
complete avoidance. llm-generated code is frequently non-functional,AI Oversight Skills,AI Oversight Skills,6,1,0
convincing stakeholders the need for rses in the genai loop,AI Oversight Skills,AI Oversight Skills,6,1,0
critical evaluation of ai-generated outputs,AI Oversight Skills,AI Oversight Skills,6,1,0
critical thinking and inhibition (to not continue the negative slope when the ai doesn't find what you want),AI Oversight Skills,AI Oversight Skills,6,1,0
crittically questioning the output of ai,AI Oversight Skills,AI Oversight Skills,6,1,0
dealing with ai slop bug reports,AI Oversight Skills,AI Oversight Skills,6,1,0
detect on time the hallucination of ai,AI Oversight Skills,AI Oversight Skills,6,1,0
development without generative ai for a while.,AI Oversight Skills,AI Oversight Skills,6,1,0
don't be afraid of the tool and see through the fluff),AI Oversight Skills,AI Oversight Skills,6,1,0
efficient and suitable for the current task.,AI Oversight Skills,AI Oversight Skills,6,1,0
experience of knowing when something is wrong,AI Oversight Skills,AI Oversight Skills,6,1,0
experience with generative ai tools and their failure modes,AI Oversight Skills,AI Oversight Skills,6,1,0
generating permanent facts/skills to be reused between conversations,AI Oversight Skills,AI Oversight Skills,6,1,0
generative ai cannot be used out of the box without knowledgable review,AI Oversight Skills,AI Oversight Skills,6,1,0
generative ai isn't useful or necessary,AI Oversight Skills,AI Oversight Skills,6,1,0
generative ais are good for prototyping fast,AI Oversight Skills,AI Oversight Skills,6,1,0
good base knowledge to spot halucinations/innefficencies,AI Oversight Skills,AI Oversight Skills,6,1,0
good software dev skills to double check/guide ai,AI Oversight Skills,AI Oversight Skills,6,1,0
handle backslash if people understand the limits of ai and starting to avoid it,AI Oversight Skills,AI Oversight Skills,6,1,0
having time to do things properly,AI Oversight Skills,AI Oversight Skills,6,1,0
how to ensure you are solving the problem you want to solve,AI Oversight Skills,AI Oversight Skills,6,1,0
how to use ai-generated results efficiently and safely,AI Oversight Skills,AI Oversight Skills,6,1,0
i am not interested in using it,AI Oversight Skills,AI Oversight Skills,6,1,0
i hate generative ai with a passion,AI Oversight Skills,AI Oversight Skills,6,1,0
identifying useless responses,AI Oversight Skills,AI Oversight Skills,6,1,0
if used blindly then it is full of dangers.,AI Oversight Skills,AI Oversight Skills,6,1,0
improved understanding of ethical and legal considerations,AI Oversight Skills,AI Oversight Skills,6,1,0
indifference about social and ecological impacts,AI Oversight Skills,AI Oversight Skills,6,1,0
is not able to think for you,AI Oversight Skills,AI Oversight Skills,6,1,0
it is a deeply destructive and immoral technology,AI Oversight Skills,AI Oversight Skills,6,1,0
"just basically being a responsible senior for the ai ""junior""",AI Oversight Skills,AI Oversight Skills,6,1,0
keeping up to date on genai tools,AI Oversight Skills,AI Oversight Skills,6,1,0
know what you're doing even without the ai,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing how to do the job without genai,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing how to protect source from genai slop,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing how to set up a blocklist to filter ai-generated pages from search results,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing the expected results or at least have standard tests,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing what are the possilbe option to know when a suggestion is terrible,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing what uses of ai are allowed in a phd programme,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing what your actual issue/question is,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing when it is wrong,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing when they're the wrong tool for the job,AI Oversight Skills,AI Oversight Skills,6,1,0
knowing when to use the tools; critcal assessment of the results,AI Oversight Skills,AI Oversight Skills,6,1,0
learning toolchains to add context (e.g. user docs) to the ai so they can give better answers,AI Oversight Skills,AI Oversight Skills,6,1,0
local inference (ideally on device but smth similar to gwdg would be okay too),AI Oversight Skills,AI Oversight Skills,6,1,0
non-proprietary and privacy respecting tools that integrate with cli editors,AI Oversight Skills,AI Oversight Skills,6,1,0
not as a whole independent developer.,AI Oversight Skills,AI Oversight Skills,6,1,0
not having inflated expectations for productivity by management.,AI Oversight Skills,AI Oversight Skills,6,1,0
not trusting the answers; treating like a fallible human pair programming partner,AI Oversight Skills,AI Oversight Skills,6,1,0
otherwise you aren't able to review the generated code.,AI Oversight Skills,AI Oversight Skills,6,1,0
particularly discovering new workflows.,AI Oversight Skills,AI Oversight Skills,6,1,0
programming experience to find flaws in the ai's output,AI Oversight Skills,AI Oversight Skills,6,1,0
proper monitoring and feedback to llm,AI Oversight Skills,AI Oversight Skills,6,1,0
pros and cons of llms,AI Oversight Skills,AI Oversight Skills,6,1,0
reduces to being basically equivalent to my entire skillset,AI Oversight Skills,AI Oversight Skills,6,1,0
research skills like investigating different solutions and weighing pros and cons,AI Oversight Skills,AI Oversight Skills,6,1,0
resources to experiment (including time) and see what works,AI Oversight Skills,AI Oversight Skills,6,1,0
rigorous assessment (assessing generated solutions),AI Oversight Skills,AI Oversight Skills,6,1,0
since you now not only have poor-quality code,AI Oversight Skills,AI Oversight Skills,6,1,0
skills in how gen ai can be wrong and how to double check it,AI Oversight Skills,AI Oversight Skills,6,1,0
solid algorithmic idea of what one wants to do,AI Oversight Skills,AI Oversight Skills,6,1,0
some understanding of the function and limitations of llms,AI Oversight Skills,AI Oversight Skills,6,1,0
taking more of a orchestrative approach. that said,AI Oversight Skills,AI Oversight Skills,6,1,0
test the answers generative ai gives with something that is not ai - ai cannot approve ai,AI Oversight Skills,AI Oversight Skills,6,1,0
that's really hard - we are only just learning about it.,AI Oversight Skills,AI Oversight Skills,6,1,0
the ability to not use them :),AI Oversight Skills,AI Oversight Skills,6,1,0
the ability to recognise when the ai produces nonsence,AI Oversight Skills,AI Oversight Skills,6,1,0
the problem with ai is in telling ai what the problem is,AI Oversight Skills,AI Oversight Skills,6,1,0
the skill of deluding yourself that the genai is saving you time and/or effort,AI Oversight Skills,AI Oversight Skills,6,1,0
there is no one-size-fits-all (my honest opinion),AI Oversight Skills,AI Oversight Skills,6,1,0
there is no way to use generative ai effectively because it is a bluff machine,AI Oversight Skills,AI Oversight Skills,6,1,0
they shouldn't be used,AI Oversight Skills,AI Oversight Skills,6,1,0
thinking for one self instead of searching for easy generated answered,AI Oversight Skills,AI Oversight Skills,6,1,0
this is an inappropriately leading question.,AI Oversight Skills,AI Oversight Skills,6,1,0
to avoid the ai produces technical debt instead of realy helping.,AI Oversight Skills,AI Oversight Skills,6,1,0
to know when to use it and when not to,AI Oversight Skills,AI Oversight Skills,6,1,0
understanding of what ai is attempting to do,AI Oversight Skills,AI Oversight Skills,6,1,0
understanding the cost/benefits of its use,AI Oversight Skills,AI Oversight Skills,6,1,0
understanding what is right and what is wrong,AI Oversight Skills,AI Oversight Skills,6,1,0
using ai as a sparring partner rather than as someone doing the work,AI Oversight Skills,AI Oversight Skills,6,1,0
using it only as a basis always recheck the generated output and refine manually,AI Oversight Skills,AI Oversight Skills,6,1,0
using stuff efficiently while staying totally independent from bigtech,AI Oversight Skills,AI Oversight Skills,6,1,0
vibe-coders are working blindly and introduce terrible mistakes,AI Oversight Skills,AI Oversight Skills,6,1,0
we must not outsource all coding tasks to ai,AI Oversight Skills,AI Oversight Skills,6,1,0
when to not use,AI Oversight Skills,AI Oversight Skills,6,1,0
where it is excessive and unnecessary or even dangerous,AI Oversight Skills,AI Oversight Skills,6,1,0
where the researchers can't explain the design,AI Oversight Skills,AI Oversight Skills,6,1,0
which ai does. i would never just adopt the code as it is. architecture in particular is not good per se.,AI Oversight Skills,AI Oversight Skills,6,1,0
which makes it very difficult to reason about,AI Oversight Skills,AI Oversight Skills,6,1,0
which models to use and when and why (i.e how to choose).,AI Oversight Skills,AI Oversight Skills,6,1,0
will make things worse,AI Oversight Skills,AI Oversight Skills,6,1,0
workflows that mitigate slop (e.g. manual review),AI Oversight Skills,AI Oversight Skills,6,1,0
you already need to know what you are doing,AI Oversight Skills,AI Oversight Skills,6,1,0
you need to be critical of what it outputs,AI Oversight Skills,AI Oversight Skills,6,1,0
you still need to understand whether suggestions/generated code are correct,AI Oversight Skills,AI Oversight Skills,6,1,0
ability to assess code quality,Code Review,Code Review,1,1,0
ability to read and review code,Code Review,Code Review,1,1,0
ability to withstand and enjoy a lot more code review!,Code Review,Code Review,1,1,0
actually still understanding the code,Code Review,Code Review,1,1,0
appreciation of (automated) code testing,Code Review,Code Review,1,1,0
avoid code bloat and repetition,Code Review,Code Review,1,1,0
basic coding knowledge,Code Review,Code Review,1,1,0
basic programming knowledge,Code Review,Code Review,1,1,0
basic understanding of code,Code Review,Code Review,1,1,0
challenging ai produced plans and code,Code Review,Code Review,1,1,0
check and debug final code,Code Review,Code Review,1,1,0
clean code,Code Review,Code Review,1,1,0
code comprehension,Code Review,Code Review,1,1,0
code comprehension and validation,Code Review,Code Review,1,1,0
code design,Code Review,Code Review,1,1,0
code fluency,Code Review,Code Review,1,1,0
code refactoring skills,Code Review,Code Review,1,1,0
code review,Code Review,Code Review,1,16,0
code review and analysis,Code Review,Code Review,1,1,0
code reviewing,Code Review,Code Review,1,2,0
code reviewing the generated code,Code Review,Code Review,1,1,0
code safety structures,Code Review,Code Review,1,1,0
code understanding,Code Review,Code Review,1,2,0
coding,Code Review,Code Review,1,2,0
coding competence,Code Review,Code Review,1,1,0
coding in the first place,Code Review,Code Review,1,1,0
coding skills,Code Review,Code Review,1,1,0
critical assessment of code/code review,Code Review,Code Review,1,1,0
datatypes before you start coding),Code Review,Code Review,1,1,0
debugging code,Code Review,Code Review,1,1,0
debugging/code review,Code Review,Code Review,1,1,0
excellent code reviewing skills,Code Review,Code Review,1,1,0
handle bad code from non programming people,Code Review,Code Review,1,1,0
how to review of ai generated code,Code Review,Code Review,1,1,0
how to verify code,Code Review,Code Review,1,1,0
knowing how to run a code and debug it,Code Review,Code Review,1,1,0
knowing the coding language,Code Review,Code Review,1,1,0
learn to code.,Code Review,Code Review,1,1,0
previous coding experience,Code Review,Code Review,1,2,0
programming,Code Review,Code Review,1,3,0
programming (skilled/advanced),Code Review,Code Review,1,1,0
programming experience,Code Review,Code Review,1,1,0
